"","Time..rel.ms.","Date","Time","Type","No.","Phase","Day","duration","Channel","F","Fm","PAR","Y.II.","ETR","System","Block","Salinity","Fish","Temperature"
"160",269400620,"2022-03-23T23:00:00Z","1899-12-31T14:51:00Z","FO",263,"stress",1,1,"C40",260,704,"0","0.631","0.0","AMV","B3","background","no fish","increased"
"161",269410440,"2022-03-23T23:00:00Z","1899-12-31T14:51:10Z","FO",264,"stress",1,1,"C40",360,849,"0","0.576","0.0","AMV","B3","background","no fish","increased"
"162",269432320,"2022-03-23T23:00:00Z","1899-12-31T14:51:32Z","FO",266,"stress",1,1,"C41",358,863,"0","0.585","0.0","AMV","B3","salt","no fish","increased"
"163",269441160,"2022-03-23T23:00:00Z","1899-12-31T14:51:41Z","FO",267,"stress",1,1,"C41",71,80,"0","0.113","0.0","AMV","B3","salt","no fish","increased"
"164",269454060,"2022-03-23T23:00:00Z","1899-12-31T14:51:54Z","FO",268,"stress",1,1,"C41",149,480,"0","0.690","0.0","AMV","B3","salt","no fish","increased"
"165",269463180,"2022-03-23T23:00:00Z","1899-12-31T14:52:03Z","FO",269,"stress",1,1,"C41",195,720,"0","0.729","0.0","AMV","B3","salt","no fish","increased"
"166",269494820,"2022-03-23T23:00:00Z","1899-12-31T14:52:34Z","FO",271,"stress",1,1,"C42",453,992,"0","0.543","0.0","AMV","B3","salt","fish","increased"
"167",269501400,"2022-03-23T23:00:00Z","1899-12-31T14:52:41Z","FO",272,"stress",1,1,"C42",381,864,"0","0.559","0.0","AMV","B3","salt","fish","increased"
"168",269508560,"2022-03-23T23:00:00Z","1899-12-31T14:52:48Z","FO",273,"stress",1,1,"C42",396,843,"0","0.530","0.0","AMV","B3","salt","fish","increased"
"169",269516920,"2022-03-23T23:00:00Z","1899-12-31T14:52:56Z","FO",274,"stress",1,1,"C42",325,868,"0","0.626","0.0","AMV","B3","salt","fish","increased"
"170",269537120,"2022-03-23T23:00:00Z","1899-12-31T14:53:17Z","FO",276,"stress",1,1,"C43",405,1001,"0","0.595","0.0","AMV","B3","background","fish","increased"
"171",269544600,"2022-03-23T23:00:00Z","1899-12-31T14:53:24Z","FO",277,"stress",1,1,"C43",417,922,"0","0.548","0.0","AMV","B3","background","fish","increased"
"172",269552380,"2022-03-23T23:00:00Z","1899-12-31T14:53:32Z","FO",278,"stress",1,1,"C43",274,737,"0","0.628","0.0","AMV","B3","background","fish","increased"
"173",269561700,"2022-03-23T23:00:00Z","1899-12-31T14:53:41Z","FO",279,"stress",1,1,"C43",290,752,"0","0.614","0.0","AMV","B3","background","fish","increased"
"174",269587580,"2022-03-23T23:00:00Z","1899-12-31T14:54:07Z","FO",281,"stress",1,1,"C44",359,717,"0","0.499","0.0","AMV","B3","salt","no fish","increased"
"175",269594200,"2022-03-23T23:00:00Z","1899-12-31T14:54:14Z","FO",282,"stress",1,1,"C44",551,1234,"0","0.553","0.0","AMV","B3","salt","no fish","increased"
"176",269604500,"2022-03-23T23:00:00Z","1899-12-31T14:54:24Z","FO",283,"stress",1,1,"C44",197,617,"0","0.681","0.0","AMV","B3","salt","no fish","increased"
"177",269612400,"2022-03-23T23:00:00Z","1899-12-31T14:54:32Z","FO",284,"stress",1,1,"C44",329,827,"0","0.602","0.0","AMV","B3","salt","no fish","increased"
"178",269626540,"2022-03-23T23:00:00Z","1899-12-31T14:54:46Z","FO",286,"stress",1,1,"C45",716,1656,"0","0.568","0.0","AMV","B3","salt","no fish","increased"
"179",269633360,"2022-03-23T23:00:00Z","1899-12-31T14:54:53Z","FO",287,"stress",1,1,"C45",353,661,"0","0.466","0.0","AMV","B3","salt","no fish","increased"
"180",269639440,"2022-03-23T23:00:00Z","1899-12-31T14:54:59Z","FO",288,"stress",1,1,"C45",424,809,"0","0.476","0.0","AMV","B3","salt","no fish","increased"
"181",269645620,"2022-03-23T23:00:00Z","1899-12-31T14:55:05Z","FO",289,"stress",1,1,"C45",228,668,"0","0.659","0.0","AMV","B3","salt","no fish","increased"
"182",269656940,"2022-03-23T23:00:00Z","1899-12-31T14:55:16Z","FO",291,"stress",1,1,"C46",334,681,"0","0.510","0.0","AMV","B3","background","fish","increased"
"183",269662840,"2022-03-23T23:00:00Z","1899-12-31T14:55:22Z","FO",292,"stress",1,1,"C46",369,842,"0","0.562","0.0","AMV","B3","background","fish","increased"
"184",269669080,"2022-03-23T23:00:00Z","1899-12-31T14:55:29Z","FO",293,"stress",1,1,"C46",356,772,"0","0.539","0.0","AMV","B3","background","fish","increased"
"185",269677300,"2022-03-23T23:00:00Z","1899-12-31T14:55:37Z","FO",294,"stress",1,1,"C46",221,404,"0","0.453","0.0","AMV","B3","background","fish","increased"
"186",269691340,"2022-03-23T23:00:00Z","1899-12-31T14:55:51Z","FO",296,"stress",1,1,"C47",113,1089,"0","0.896","0.0","AMV","B3","salt","fish","increased"
"187",269699620,"2022-03-23T23:00:00Z","1899-12-31T14:55:59Z","FO",297,"stress",1,1,"C47",389,869,"0","0.552","0.0","AMV","B3","salt","fish","increased"
"188",269706120,"2022-03-23T23:00:00Z","1899-12-31T14:56:06Z","FO",298,"stress",1,1,"C47",136,413,"0","0.671","0.0","AMV","B3","salt","fish","increased"
"189",269713740,"2022-03-23T23:00:00Z","1899-12-31T14:56:13Z","FO",299,"stress",1,1,"C47",369,1021,"0","0.639","0.0","AMV","B3","salt","fish","increased"
"190",269730560,"2022-03-23T23:00:00Z","1899-12-31T14:56:30Z","FO",301,"stress",1,1,"C48",206,479,"0","0.570","0.0","AMV","B3","salt","no fish","increased"
"191",269735940,"2022-03-23T23:00:00Z","1899-12-31T14:56:35Z","FO",302,"stress",1,1,"C48",345,710,"0","0.514","0.0","AMV","B3","salt","no fish","increased"
"192",269742060,"2022-03-23T23:00:00Z","1899-12-31T14:56:42Z","FO",303,"stress",1,1,"C48",134,364,"0","0.632","0.0","AMV","B3","salt","no fish","increased"
"193",269749760,"2022-03-23T23:00:00Z","1899-12-31T14:56:49Z","FO",304,"stress",1,1,"C48",267,479,"0","0.443","0.0","AMV","B3","salt","no fish","increased"
"194",269766100,"2022-03-23T23:00:00Z","1899-12-31T14:57:06Z","FO",307,"stress",1,1,"C49",556,1431,"0","0.611","0.0","AMV","B4","background","fish","normal"
"195",269771340,"2022-03-23T23:00:00Z","1899-12-31T14:57:11Z","FO",308,"stress",1,1,"C49",577,1189,"0","0.515","0.0","AMV","B4","background","fish","normal"
"196",269785740,"2022-03-23T23:00:00Z","1899-12-31T14:57:25Z","FO",309,"stress",1,1,"C49",247,621,"0","0.602","0.0","AMV","B4","background","fish","normal"
"197",269795180,"2022-03-23T23:00:00Z","1899-12-31T14:57:35Z","FO",310,"stress",1,1,"C49",446,917,"0","0.514","0.0","AMV","B4","background","fish","normal"
"198",269809960,"2022-03-23T23:00:00Z","1899-12-31T14:57:49Z","FO",312,"stress",1,1,"C50",517,986,"0","0.476","0.0","AMV","B4","salt","fish","normal"
"199",269816340,"2022-03-23T23:00:00Z","1899-12-31T14:57:56Z","FO",313,"stress",1,1,"C50",733,1355,"0","0.459","0.0","AMV","B4","salt","fish","normal"
"200",269821640,"2022-03-23T23:00:00Z","1899-12-31T14:58:01Z","FO",314,"stress",1,1,"C50",489,1057,"0","0.537","0.0","AMV","B4","salt","fish","normal"
"201",269828740,"2022-03-23T23:00:00Z","1899-12-31T14:58:08Z","FO",315,"stress",1,1,"C50",450,887,"0","0.493","0.0","AMV","B4","salt","fish","normal"
"202",269842580,"2022-03-23T23:00:00Z","1899-12-31T14:58:22Z","FO",317,"stress",1,1,"C51",604,1328,"0","0.545","0.0","AMV","B4","background","no fish","normal"
"203",269848380,"2022-03-23T23:00:00Z","1899-12-31T14:58:28Z","FO",318,"stress",1,1,"C51",383,997,"0","0.616","0.0","AMV","B4","background","no fish","normal"
"204",269856380,"2022-03-23T23:00:00Z","1899-12-31T14:58:36Z","FO",319,"stress",1,1,"C51",200,471,"0","0.575","0.0","AMV","B4","background","no fish","normal"
"205",269865060,"2022-03-23T23:00:00Z","1899-12-31T14:58:45Z","FO",320,"stress",1,1,"C51",187,479,"0","0.610","0.0","AMV","B4","background","no fish","normal"
"206",269881760,"2022-03-23T23:00:00Z","1899-12-31T14:59:01Z","FO",322,"stress",1,1,"C52",274,551,"0","0.503","0.0","AMV","B4","salt","no fish","normal"
"207",269888320,"2022-03-23T23:00:00Z","1899-12-31T14:59:08Z","FO",323,"stress",1,1,"C52",392,1010,"0","0.612","0.0","AMV","B4","salt","no fish","normal"
"208",269895980,"2022-03-23T23:00:00Z","1899-12-31T14:59:15Z","FO",324,"stress",1,1,"C52",314,856,"0","0.633","0.0","AMV","B4","salt","no fish","normal"
"209",269903700,"2022-03-23T23:00:00Z","1899-12-31T14:59:23Z","FO",325,"stress",1,1,"C52",432,790,"0","0.453","0.0","AMV","B4","salt","no fish","normal"
"210",269919860,"2022-03-23T23:00:00Z","1899-12-31T14:59:39Z","FO",327,"stress",1,1,"C53",341,781,"0","0.563","0.0","AMV","B4","salt","fish","normal"
"211",269928100,"2022-03-23T23:00:00Z","1899-12-31T14:59:48Z","FO",328,"stress",1,1,"C53",517,1101,"0","0.530","0.0","AMV","B4","salt","fish","normal"
"212",269935660,"2022-03-23T23:00:00Z","1899-12-31T14:59:55Z","FO",329,"stress",1,1,"C53",190,515,"0","0.631","0.0","AMV","B4","salt","fish","normal"
"213",269947940,"2022-03-23T23:00:00Z","1899-12-31T15:00:07Z","FO",330,"stress",1,1,"C53",399,997,"0","0.600","0.0","AMV","B4","salt","fish","normal"
"214",269963700,"2022-03-23T23:00:00Z","1899-12-31T15:00:23Z","FO",332,"stress",1,1,"C54",600,1537,"0","0.610","0.0","AMV","B4","background","no fish","normal"
"215",269969560,"2022-03-23T23:00:00Z","1899-12-31T15:00:29Z","FO",333,"stress",1,1,"C54",310,411,"0","0.246","0.0","AMV","B4","background","no fish","normal"
"216",269977560,"2022-03-23T23:00:00Z","1899-12-31T15:00:37Z","FO",334,"stress",1,1,"C54",187,419,"0","0.554","0.0","AMV","B4","background","no fish","normal"
"217",269986300,"2022-03-23T23:00:00Z","1899-12-31T15:00:46Z","FO",335,"stress",1,1,"C54",530,1057,"0","0.499","0.0","AMV","B4","background","no fish","normal"
"218",270002760,"2022-03-23T23:00:00Z","1899-12-31T15:01:02Z","FO",337,"stress",1,1,"C55",528,1213,"0","0.565","0.0","AMV","B4","salt","fish","normal"
"219",270009680,"2022-03-23T23:00:00Z","1899-12-31T15:01:09Z","FO",338,"stress",1,1,"C55",551,1126,"0","0.511","0.0","AMV","B4","salt","fish","normal"
"220",270018580,"2022-03-23T23:00:00Z","1899-12-31T15:01:18Z","FO",339,"stress",1,1,"C55",161,277,"0","0.419","0.0","AMV","B4","salt","fish","normal"
"221",270027060,"2022-03-23T23:00:00Z","1899-12-31T15:01:27Z","FO",340,"stress",1,1,"C55",314,618,"0","0.492","0.0","AMV","B4","salt","fish","normal"
"222",270040560,"2022-03-23T23:00:00Z","1899-12-31T15:01:40Z","FO",342,"stress",1,1,"C56",497,953,"0","0.478","0.0","AMV","B4","background","fish","normal"
"223",270046880,"2022-03-23T23:00:00Z","1899-12-31T15:01:46Z","FO",343,"stress",1,1,"C56",600,1141,"0","0.474","0.0","AMV","B4","background","fish","normal"
"224",270052060,"2022-03-23T23:00:00Z","1899-12-31T15:01:52Z","FO",344,"stress",1,1,"C56",255,686,"0","0.628","0.0","AMV","B4","background","fish","normal"
"225",270061780,"2022-03-23T23:00:00Z","1899-12-31T15:02:01Z","FO",345,"stress",1,1,"C56",532,840,"0","0.367","0.0","AMV","B4","background","fish","normal"
"226",270078540,"2022-03-23T23:00:00Z","1899-12-31T15:02:18Z","FO",347,"stress",1,1,"C57",576,1551,"0","0.629","0.0","AMV","B4","background","fish","normal"
"227",270088220,"2022-03-23T23:00:00Z","1899-12-31T15:02:28Z","FO",348,"stress",1,1,"C57",670,1462,"0","0.542","0.0","AMV","B4","background","fish","normal"
"228",270094400,"2022-03-23T23:00:00Z","1899-12-31T15:02:34Z","FO",349,"stress",1,1,"C57",516,1462,"0","0.647","0.0","AMV","B4","background","fish","normal"
"229",270102300,"2022-03-23T23:00:00Z","1899-12-31T15:02:42Z","FO",350,"stress",1,1,"C57",188,598,"0","0.686","0.0","AMV","B4","background","fish","normal"
"230",270125540,"2022-03-23T23:00:00Z","1899-12-31T15:03:05Z","FO",352,"stress",1,1,"C58",560,1526,"0","0.633","0.0","AMV","B4","salt","fish","normal"
"231",270131640,"2022-03-23T23:00:00Z","1899-12-31T15:03:11Z","FO",353,"stress",1,1,"C58",328,737,"0","0.555","0.0","AMV","B4","salt","fish","normal"
"232",270135680,"2022-03-23T23:00:00Z","1899-12-31T15:03:15Z","FO",354,"stress",1,1,"C58",282,1108,"0","0.745","0.0","AMV","B4","salt","fish","normal"
"233",270141140,"2022-03-23T23:00:00Z","1899-12-31T15:03:21Z","FO",355,"stress",1,1,"C58",154,508,"0","0.697","0.0","AMV","B4","salt","fish","normal"
"234",270155820,"2022-03-23T23:00:00Z","1899-12-31T15:03:35Z","FO",357,"stress",1,1,"C59",345,896,"0","0.615","0.0","AMV","B4","salt","no fish","normal"
"235",270163000,"2022-03-23T23:00:00Z","1899-12-31T15:03:43Z","FO",358,"stress",1,1,"C59",461,750,"0","0.385","0.0","AMV","B4","salt","no fish","normal"
"236",270175400,"2022-03-23T23:00:00Z","1899-12-31T15:03:55Z","FO",359,"stress",1,1,"C59",334,851,"0","0.608","0.0","AMV","B4","salt","no fish","normal"
"237",270184840,"2022-03-23T23:00:00Z","1899-12-31T15:04:04Z","FO",360,"stress",1,1,"C59",366,845,"0","0.567","0.0","AMV","B4","salt","no fish","normal"
"238",270196900,"2022-03-23T23:00:00Z","1899-12-31T15:04:16Z","FO",362,"stress",1,1,"C60",430,855,"0","0.497","0.0","AMV","B4","salt","no fish","normal"
"239",270202560,"2022-03-23T23:00:00Z","1899-12-31T15:04:22Z","FO",363,"stress",1,1,"C60",346,909,"0","0.619","0.0","AMV","B4","salt","no fish","normal"
"240",270208060,"2022-03-23T23:00:00Z","1899-12-31T15:04:28Z","FO",364,"stress",1,1,"C60",456,913,"0","0.501","0.0","AMV","B4","salt","no fish","normal"
"241",270215640,"2022-03-23T23:00:00Z","1899-12-31T15:04:35Z","FO",365,"stress",1,1,"C60",365,894,"0","0.592","0.0","AMV","B4","salt","no fish","normal"
"242",270228300,"2022-03-23T23:00:00Z","1899-12-31T15:04:48Z","FO",367,"stress",1,1,"C61",533,1504,"0","0.646","0.0","AMV","B4","background","no fish","normal"
"243",270234920,"2022-03-23T23:00:00Z","1899-12-31T15:04:54Z","FO",368,"stress",1,1,"C61",654,1496,"0","0.563","0.0","AMV","B4","background","no fish","normal"
"244",270241360,"2022-03-23T23:00:00Z","1899-12-31T15:05:01Z","FO",369,"stress",1,1,"C61",372,678,"0","0.451","0.0","AMV","B4","background","no fish","normal"
"245",270249580,"2022-03-23T23:00:00Z","1899-12-31T15:05:09Z","FO",370,"stress",1,1,"C61",386,843,"0","0.542","0.0","AMV","B4","background","no fish","normal"
"246",270255600,"2022-03-23T23:00:00Z","1899-12-31T15:05:15Z","FO",371,"stress",1,1,"C61",244,313,"0","0.220","0.0","AMV","B4","background","no fish","normal"
"247",270259300,"2022-03-23T23:00:00Z","1899-12-31T15:05:19Z","FO",372,"stress",1,1,"C61",137,304,"0","0.549","0.0","AMV","B4","background","no fish","normal"
"248",270313300,"2022-03-23T23:00:00Z","1899-12-31T15:06:13Z","FO",375,"stress",1,1,"C62",448,1124,"0","0.601","0.0","AMV","B4","salt","no fish","normal"
"249",270322140,"2022-03-23T23:00:00Z","1899-12-31T15:06:22Z","FO",376,"stress",1,1,"C62",345,890,"0","0.612","0.0","AMV","B4","salt","no fish","normal"
"250",270328100,"2022-03-23T23:00:00Z","1899-12-31T15:06:28Z","FO",377,"stress",1,1,"C62",206,794,"0","0.741","0.0","AMV","B4","salt","no fish","normal"
"251",270337560,"2022-03-23T23:00:00Z","1899-12-31T15:06:37Z","FO",378,"stress",1,1,"C62",344,748,"0","0.540","0.0","AMV","B4","salt","no fish","normal"
"252",270370160,"2022-03-23T23:00:00Z","1899-12-31T15:07:10Z","FO",383,"stress",1,1,"C63",415,909,"0","0.543","0.0","AMV","B4","background","fish","normal"
"253",270375960,"2022-03-23T23:00:00Z","1899-12-31T15:07:15Z","FO",384,"stress",1,1,"C63",381,932,"0","0.591","0.0","AMV","B4","background","fish","normal"
"254",270382560,"2022-03-23T23:00:00Z","1899-12-31T15:07:22Z","FO",385,"stress",1,1,"C63",399,1033,"0","0.614","0.0","AMV","B4","background","fish","normal"
"255",270392880,"2022-03-23T23:00:00Z","1899-12-31T15:07:32Z","FO",386,"stress",1,1,"C63",164,442,"0","0.629","0.0","AMV","B4","background","fish","normal"
"256",270410720,"2022-03-23T23:00:00Z","1899-12-31T15:07:50Z","FO",388,"stress",1,1,"C64",423,901,"0","0.531","0.0","AMV","B4","background","no fish","normal"
"257",270416660,"2022-03-23T23:00:00Z","1899-12-31T15:07:56Z","FO",389,"stress",1,1,"C64",341,876,"0","0.611","0.0","AMV","B4","background","no fish","normal"
"258",270424280,"2022-03-23T23:00:00Z","1899-12-31T15:08:04Z","FO",390,"stress",1,1,"C64",173,378,"0","0.542","0.0","AMV","B4","background","no fish","normal"
"259",270432260,"2022-03-23T23:00:00Z","1899-12-31T15:08:12Z","FO",391,"stress",1,1,"C64",203,484,"0","0.581","0.0","AMV","B4","background","no fish","normal"
"260",716538320,"2022-03-28T22:00:00Z","1899-12-31T20:03:18Z","FO",731,"stress",5,5,"C01",181,552,"0","0.672","0.0","AMV","B1","background","no fish","increased"
"261",716547720,"2022-03-28T22:00:00Z","1899-12-31T20:03:27Z","FO",732,"stress",5,5,"C01",154,419,"0","0.632","0.0","AMV","B1","background","no fish","increased"
"262",716567560,"2022-03-28T22:00:00Z","1899-12-31T20:03:47Z","FO",733,"stress",5,5,"C01",135,475,"0","0.716","0.0","AMV","B1","background","no fish","increased"
"263",716582840,"2022-03-28T22:00:00Z","1899-12-31T20:04:02Z","FO",734,"stress",5,5,"C01",152,568,"0","0.732","0.0","AMV","B1","background","no fish","increased"
"264",716626240,"2022-03-28T22:00:00Z","1899-12-31T20:04:46Z","FO",736,"stress",5,5,"C02",138,481,"0","0.713","0.0","AMV","B1","background","no fish","increased"
"265",716634060,"2022-03-28T22:00:00Z","1899-12-31T20:04:54Z","FO",737,"stress",5,5,"C02",182,599,"0","0.696","0.0","AMV","B1","background","no fish","increased"
"266",716642320,"2022-03-28T22:00:00Z","1899-12-31T20:05:02Z","FO",738,"stress",5,5,"C02",172,523,"0","0.671","0.0","AMV","B1","background","no fish","increased"
"267",716661840,"2022-03-28T22:00:00Z","1899-12-31T20:05:21Z","FO",739,"stress",5,5,"C02",102,394,"0","0.741","0.0","AMV","B1","background","no fish","increased"
"268",716692320,"2022-03-28T22:00:00Z","1899-12-31T20:05:52Z","FO",741,"stress",5,5,"C03",213,485,"0","0.561","0.0","AMV","B1","salt","no fish","increased"
"269",716698460,"2022-03-28T22:00:00Z","1899-12-31T20:05:58Z","FO",742,"stress",5,5,"C03",313,908,"0","0.655","0.0","AMV","B1","salt","no fish","increased"
"270",716705180,"2022-03-28T22:00:00Z","1899-12-31T20:06:05Z","FO",743,"stress",5,5,"C03",152,542,"0","0.720","0.0","AMV","B1","salt","no fish","increased"
"271",716721180,"2022-03-28T22:00:00Z","1899-12-31T20:06:21Z","FO",744,"stress",5,5,"C03",207,1055,"0","0.804","0.0","AMV","B1","salt","no fish","increased"
"272",716760140,"2022-03-28T22:00:00Z","1899-12-31T20:07:00Z","FO",746,"stress",5,5,"C04",254,702,"0","0.638","0.0","AMV","B1","background","no fish","increased"
"273",716767860,"2022-03-28T22:00:00Z","1899-12-31T20:07:07Z","FO",747,"stress",5,5,"C04",191,512,"0","0.627","0.0","AMV","B1","background","no fish","increased"
"274",716773180,"2022-03-28T22:00:00Z","1899-12-31T20:07:13Z","FO",748,"stress",5,5,"C04",214,700,"0","0.694","0.0","AMV","B1","background","no fish","increased"
"275",716799160,"2022-03-28T22:00:00Z","1899-12-31T20:07:39Z","FO",749,"stress",5,5,"C04",275,1002,"0","0.726","0.0","AMV","B1","background","no fish","increased"
"276",716824240,"2022-03-28T22:00:00Z","1899-12-31T20:08:04Z","FO",751,"stress",5,5,"C05",112,446,"0","0.749","0.0","AMV","B1","salt","fish","increased"
"277",716830320,"2022-03-28T22:00:00Z","1899-12-31T20:08:10Z","FO",752,"stress",5,5,"C05",194,399,"0","0.514","0.0","AMV","B1","salt","fish","increased"
"278",716837840,"2022-03-28T22:00:00Z","1899-12-31T20:08:17Z","FO",753,"stress",5,5,"C05",138,528,"0","0.739","0.0","AMV","B1","salt","fish","increased"
"279",716849460,"2022-03-28T22:00:00Z","1899-12-31T20:08:29Z","FO",754,"stress",5,5,"C05",254,727,"0","0.651","0.0","AMV","B1","salt","fish","increased"
"280",716881060,"2022-03-28T22:00:00Z","1899-12-31T20:09:01Z","FO",756,"stress",5,5,"C06",269,631,"0","0.574","0.0","AMV","B1","salt","no fish","increased"
"281",716888660,"2022-03-28T22:00:00Z","1899-12-31T20:09:08Z","FO",757,"stress",5,5,"C06",334,1395,"0","0.761","0.0","AMV","B1","salt","no fish","increased"
"282",716895820,"2022-03-28T22:00:00Z","1899-12-31T20:09:15Z","FO",758,"stress",5,5,"C06",268,915,"0","0.707","0.0","AMV","B1","salt","no fish","increased"
"283",716920120,"2022-03-28T22:00:00Z","1899-12-31T20:09:40Z","FO",759,"stress",5,5,"C06",161,809,"0","0.801","0.0","AMV","B1","salt","no fish","increased"
"284",716948480,"2022-03-28T22:00:00Z","1899-12-31T20:10:08Z","FO",761,"stress",5,5,"C07",360,862,"0","0.582","0.0","AMV","B1","background","fish","increased"
"285",716954060,"2022-03-28T22:00:00Z","1899-12-31T20:10:14Z","FO",762,"stress",5,5,"C07",239,648,"0","0.631","0.0","AMV","B1","background","fish","increased"
"286",716960880,"2022-03-28T22:00:00Z","1899-12-31T20:10:20Z","FO",763,"stress",5,5,"C07",209,814,"0","0.743","0.0","AMV","B1","background","fish","increased"
"287",716973100,"2022-03-28T22:00:00Z","1899-12-31T20:10:33Z","FO",764,"stress",5,5,"C07",198,488,"0","0.594","0.0","AMV","B1","background","fish","increased"
"288",717022740,"2022-03-28T22:00:00Z","1899-12-31T20:11:22Z","FO",766,"stress",5,5,"C08",173,612,"0","0.717","0.0","AMV","B1","salt","fish","increased"
