"","Time..rel.ms.","Date","Time","Type","No.","Phase","Day","duration","System","Channel","F","Fm","PAR","Y.II.","ETR"
"410",722421060,"2022-03-28T22:00:00Z","1899-12-31T21:41:21Z","FO",1247,"stress",5,5,"IMP","C38",540,1823,"0","0.704","0.0"
"411",722446400,"2022-03-28T22:00:00Z","1899-12-31T21:41:46Z","FO",1249,"stress",5,5,"IMP","C39",246,714,"0","0.655","0.0"
"412",722451560,"2022-03-28T22:00:00Z","1899-12-31T21:41:51Z","FO",1250,"stress",5,5,"IMP","C39",249,913,"0","0.727","0.0"
"413",722457300,"2022-03-28T22:00:00Z","1899-12-31T21:41:57Z","FO",1251,"stress",5,5,"IMP","C39",142,249,"0","0.430","0.0"
"414",722467620,"2022-03-28T22:00:00Z","1899-12-31T21:42:07Z","FO",1252,"stress",5,5,"IMP","C39",563,1743,"0","0.677","0.0"
"415",722486440,"2022-03-28T22:00:00Z","1899-12-31T21:42:26Z","FO",1254,"stress",5,5,"IMP","C40",183,347,"0","0.473","0.0"
"416",722492380,"2022-03-28T22:00:00Z","1899-12-31T21:42:32Z","FO",1255,"stress",5,5,"IMP","C40",264,959,"0","0.725","0.0"
"417",722499820,"2022-03-28T22:00:00Z","1899-12-31T21:42:39Z","FO",1256,"stress",5,5,"IMP","C40",319,1202,"0","0.735","0.0"
"418",722507400,"2022-03-28T22:00:00Z","1899-12-31T21:42:47Z","FO",1257,"stress",5,5,"IMP","C40",333,1067,"0","0.688","0.0"
"419",722528360,"2022-03-28T22:00:00Z","1899-12-31T21:43:08Z","FO",1259,"stress",5,5,"IMP","C41",171,454,"0","0.623","0.0"
"420",722542060,"2022-03-28T22:00:00Z","1899-12-31T21:43:22Z","FO",1260,"stress",5,5,"IMP","C41",213,712,"0","0.701","0.0"
"421",722548580,"2022-03-28T22:00:00Z","1899-12-31T21:43:28Z","FO",1261,"stress",5,5,"IMP","C41",91,566,"0","0.839","0.0"
"422",722557120,"2022-03-28T22:00:00Z","1899-12-31T21:43:37Z","FO",1262,"stress",5,5,"IMP","C41",292,809,"0","0.639","0.0"
"423",722594040,"2022-03-28T22:00:00Z","1899-12-31T21:44:14Z","FO",1266,"stress",5,5,"IMP","C42",127,410,"0","0.690","0.0"
"424",722602820,"2022-03-28T22:00:00Z","1899-12-31T21:44:22Z","FO",1267,"stress",5,5,"IMP","C42",170,727,"0","0.766","0.0"
"425",722609900,"2022-03-28T22:00:00Z","1899-12-31T21:44:29Z","FO",1268,"stress",5,5,"IMP","C42",105,422,"0","0.751","0.0"
"426",722618620,"2022-03-28T22:00:00Z","1899-12-31T21:44:38Z","FO",1269,"stress",5,5,"IMP","C42",306,1041,"0","0.706","0.0"
"427",722635940,"2022-03-28T22:00:00Z","1899-12-31T21:44:55Z","FO",1271,"stress",5,5,"IMP","C43",229,848,"0","0.730","0.0"
"428",722642060,"2022-03-28T22:00:00Z","1899-12-31T21:45:02Z","FO",1272,"stress",5,5,"IMP","C43",138,390,"0","0.646","0.0"
"429",722648220,"2022-03-28T22:00:00Z","1899-12-31T21:45:08Z","FO",1273,"stress",5,5,"IMP","C43",135,371,"0","0.636","0.0"
"430",722657620,"2022-03-28T22:00:00Z","1899-12-31T21:45:17Z","FO",1274,"stress",5,5,"IMP","C43",131,473,"0","0.723","0.0"
"431",722680600,"2022-03-28T22:00:00Z","1899-12-31T21:45:40Z","FO",1276,"stress",5,5,"IMP","C44",97,764,"0","0.873","0.0"
"432",722689780,"2022-03-28T22:00:00Z","1899-12-31T21:45:49Z","FO",1277,"stress",5,5,"IMP","C44",195,615,"0","0.683","0.0"
"433",722697620,"2022-03-28T22:00:00Z","1899-12-31T21:45:57Z","FO",1278,"stress",5,5,"IMP","C44",152,732,"0","0.792","0.0"
"434",722704480,"2022-03-28T22:00:00Z","1899-12-31T21:46:04Z","FO",1279,"stress",5,5,"IMP","C44",303,1052,"0","0.712","0.0"
"435",722724480,"2022-03-28T22:00:00Z","1899-12-31T21:46:24Z","FO",1281,"stress",5,5,"IMP","C45",361,1298,"0","0.722","0.0"
"436",722730380,"2022-03-28T22:00:00Z","1899-12-31T21:46:30Z","FO",1282,"stress",5,5,"IMP","C45",149,378,"0","0.606","0.0"
"437",722736080,"2022-03-28T22:00:00Z","1899-12-31T21:46:36Z","FO",1283,"stress",5,5,"IMP","C45",191,827,"0","0.769","0.0"
"438",722749620,"2022-03-28T22:00:00Z","1899-12-31T21:46:49Z","FO",1284,"stress",5,5,"IMP","C45",334,1053,"0","0.683","0.0"
"439",722765320,"2022-03-28T22:00:00Z","1899-12-31T21:47:05Z","FO",1286,"stress",5,5,"IMP","C46",231,1291,"0","0.821","0.0"
"440",722771080,"2022-03-28T22:00:00Z","1899-12-31T21:47:11Z","FO",1287,"stress",5,5,"IMP","C46",272,658,"0","0.587","0.0"
"441",722777220,"2022-03-28T22:00:00Z","1899-12-31T21:47:17Z","FO",1288,"stress",5,5,"IMP","C46",309,560,"0","0.448","0.0"
"442",722785820,"2022-03-28T22:00:00Z","1899-12-31T21:47:25Z","FO",1289,"stress",5,5,"IMP","C46",347,501,"0","0.307","0.0"
"443",722801940,"2022-03-28T22:00:00Z","1899-12-31T21:47:41Z","FO",1291,"stress",5,5,"IMP","C47",326,1354,"0","0.759","0.0"
"444",722807340,"2022-03-28T22:00:00Z","1899-12-31T21:47:47Z","FO",1292,"stress",5,5,"IMP","C47",313,993,"0","0.685","0.0"
"445",722814980,"2022-03-28T22:00:00Z","1899-12-31T21:47:54Z","FO",1293,"stress",5,5,"IMP","C47",216,718,"0","0.699","0.0"
"446",722822340,"2022-03-28T22:00:00Z","1899-12-31T21:48:02Z","FO",1294,"stress",5,5,"IMP","C47",63,201,"0","0.687","0.0"
"447",722848340,"2022-03-28T22:00:00Z","1899-12-31T21:48:28Z","FO",1296,"stress",5,5,"IMP","C48",243,788,"0","0.692","0.0"
"448",722854660,"2022-03-28T22:00:00Z","1899-12-31T21:48:34Z","FO",1297,"stress",5,5,"IMP","C48",255,1207,"0","0.789","0.0"
"449",722858340,"2022-03-28T22:00:00Z","1899-12-31T21:48:38Z","FO",1298,"stress",5,5,"IMP","C48",328,1343,"0","0.756","0.0"
"450",722868420,"2022-03-28T22:00:00Z","1899-12-31T21:48:48Z","FO",1299,"stress",5,5,"IMP","C48",80,312,"0","0.744","0.0"
"451",722894540,"2022-03-28T22:00:00Z","1899-12-31T21:49:14Z","FO",1302,"stress",5,5,"IMP","C49",142,440,"0","0.677","0.0"
"452",722900140,"2022-03-28T22:00:00Z","1899-12-31T21:49:20Z","FO",1303,"stress",5,5,"IMP","C49",188,586,"0","0.679","0.0"
"453",722906980,"2022-03-28T22:00:00Z","1899-12-31T21:49:26Z","FO",1304,"stress",5,5,"IMP","C49",146,516,"0","0.717","0.0"
"454",722916940,"2022-03-28T22:00:00Z","1899-12-31T21:49:36Z","FO",1305,"stress",5,5,"IMP","C49",301,850,"0","0.646","0.0"
"455",722933580,"2022-03-28T22:00:00Z","1899-12-31T21:49:53Z","FO",1307,"stress",5,5,"IMP","C50",224,805,"0","0.722","0.0"
"456",722938460,"2022-03-28T22:00:00Z","1899-12-31T21:49:58Z","FO",1308,"stress",5,5,"IMP","C50",328,1399,"0","0.766","0.0"
"457",722944980,"2022-03-28T22:00:00Z","1899-12-31T21:50:04Z","FO",1309,"stress",5,5,"IMP","C50",258,647,"0","0.601","0.0"
"458",722952240,"2022-03-28T22:00:00Z","1899-12-31T21:50:12Z","FO",1310,"stress",5,5,"IMP","C50",610,1835,"0","0.668","0.0"
"459",722988220,"2022-03-28T22:00:00Z","1899-12-31T21:50:48Z","FO",1312,"stress",5,5,"IMP","C51",259,975,"0","0.734","0.0"
"460",722994820,"2022-03-28T22:00:00Z","1899-12-31T21:50:54Z","FO",1313,"stress",5,5,"IMP","C51",324,899,"0","0.640","0.0"
"461",722999720,"2022-03-28T22:00:00Z","1899-12-31T21:50:59Z","FO",1314,"stress",5,5,"IMP","C51",179,382,"0","0.531","0.0"
"462",723005300,"2022-03-28T22:00:00Z","1899-12-31T21:51:05Z","FO",1315,"stress",5,5,"IMP","C51",507,1377,"0","0.632","0.0"
"463",723024820,"2022-03-28T22:00:00Z","1899-12-31T21:51:24Z","FO",1317,"stress",5,5,"IMP","C52",188,659,"0","0.715","0.0"
"464",723031260,"2022-03-28T22:00:00Z","1899-12-31T21:51:31Z","FO",1318,"stress",5,5,"IMP","C52",162,437,"0","0.629","0.0"
"465",723041360,"2022-03-28T22:00:00Z","1899-12-31T21:51:41Z","FO",1319,"stress",5,5,"IMP","C52",83,237,"0","0.650","0.0"
"466",723059220,"2022-03-28T22:00:00Z","1899-12-31T21:51:59Z","FO",1320,"stress",5,5,"IMP","C52",273,1063,"0","0.743","0.0"
"467",723097640,"2022-03-28T22:00:00Z","1899-12-31T21:52:37Z","FO",1323,"stress",5,5,"IMP","C53",230,901,"0","0.745","0.0"
"468",723104400,"2022-03-28T22:00:00Z","1899-12-31T21:52:44Z","FO",1324,"stress",5,5,"IMP","C53",213,1114,"0","0.809","0.0"
"469",723111660,"2022-03-28T22:00:00Z","1899-12-31T21:52:51Z","FO",1325,"stress",5,5,"IMP","C53",131,1352,"0","0.903","0.0"
"470",723126820,"2022-03-28T22:00:00Z","1899-12-31T21:53:06Z","FO",1326,"stress",5,5,"IMP","C53",179,650,"0","0.725","0.0"
"471",723164960,"2022-03-28T22:00:00Z","1899-12-31T21:53:44Z","FO",1330,"stress",5,5,"IMP","C54",219,750,"0","0.708","0.0"
"472",723170560,"2022-03-28T22:00:00Z","1899-12-31T21:53:50Z","FO",1331,"stress",5,5,"IMP","C54",234,986,"0","0.763","0.0"
"473",723177300,"2022-03-28T22:00:00Z","1899-12-31T21:53:57Z","FO",1332,"stress",5,5,"IMP","C54",246,570,"0","0.568","0.0"
"474",723189320,"2022-03-28T22:00:00Z","1899-12-31T21:54:09Z","FO",1333,"stress",5,5,"IMP","C54",197,641,"0","0.693","0.0"
"475",723213040,"2022-03-28T22:00:00Z","1899-12-31T21:54:33Z","FO",1335,"stress",5,5,"IMP","C55",114,740,"0","0.846","0.0"
"476",723220980,"2022-03-28T22:00:00Z","1899-12-31T21:54:40Z","FO",1336,"stress",5,5,"IMP","C55",101,302,"0","0.666","0.0"
"477",723226060,"2022-03-28T22:00:00Z","1899-12-31T21:54:46Z","FO",1337,"stress",5,5,"IMP","C55",235,545,"0","0.569","0.0"
"478",723234400,"2022-03-28T22:00:00Z","1899-12-31T21:54:54Z","FO",1338,"stress",5,5,"IMP","C55",531,1567,"0","0.661","0.0"
"479",723277140,"2022-03-28T22:00:00Z","1899-12-31T21:55:37Z","FO",1341,"stress",5,5,"IMP","C56",64,343,"0","0.813","0.0"
"480",723283960,"2022-03-28T22:00:00Z","1899-12-31T21:55:43Z","FO",1342,"stress",5,5,"IMP","C56",118,483,"0","0.756","0.0"
"481",723296980,"2022-03-28T22:00:00Z","1899-12-31T21:55:56Z","FO",1343,"stress",5,5,"IMP","C56",297,823,"0","0.639","0.0"
"482",723304820,"2022-03-28T22:00:00Z","1899-12-31T21:56:04Z","FO",1344,"stress",5,5,"IMP","C56",226,467,"0","0.516","0.0"
"483",723328100,"2022-03-28T22:00:00Z","1899-12-31T21:56:28Z","FO",1346,"stress",5,5,"IMP","C57",363,1237,"0","0.707","0.0"
"484",723335060,"2022-03-28T22:00:00Z","1899-12-31T21:56:35Z","FO",1347,"stress",5,5,"IMP","C57",218,674,"0","0.677","0.0"
"485",723342000,"2022-03-28T22:00:00Z","1899-12-31T21:56:42Z","FO",1348,"stress",5,5,"IMP","C57",102,537,"0","0.810","0.0"
"486",723350740,"2022-03-28T22:00:00Z","1899-12-31T21:56:50Z","FO",1349,"stress",5,5,"IMP","C57",376,1121,"0","0.665","0.0"
"487",723363300,"2022-03-28T22:00:00Z","1899-12-31T21:57:03Z","FO",1351,"stress",5,5,"IMP","C58",86,362,"0","0.762","0.0"
"488",723369260,"2022-03-28T22:00:00Z","1899-12-31T21:57:09Z","FO",1352,"stress",5,5,"IMP","C58",272,670,"0","0.594","0.0"
"489",723376220,"2022-03-28T22:00:00Z","1899-12-31T21:57:16Z","FO",1353,"stress",5,5,"IMP","C58",229,576,"0","0.602","0.0"
"490",723383560,"2022-03-28T22:00:00Z","1899-12-31T21:57:23Z","FO",1354,"stress",5,5,"IMP","C58",136,539,"0","0.748","0.0"
"491",723409500,"2022-03-28T22:00:00Z","1899-12-31T21:57:49Z","FO",1356,"stress",5,5,"IMP","C59",162,581,"0","0.721","0.0"
"492",723419840,"2022-03-28T22:00:00Z","1899-12-31T21:57:59Z","FO",1357,"stress",5,5,"IMP","C59",204,690,"0","0.704","0.0"
"493",723424440,"2022-03-28T22:00:00Z","1899-12-31T21:58:04Z","FO",1358,"stress",5,5,"IMP","C59",257,1041,"0","0.753","0.0"
"494",723432660,"2022-03-28T22:00:00Z","1899-12-31T21:58:12Z","FO",1359,"stress",5,5,"IMP","C59",130,411,"0","0.684","0.0"
"495",723476680,"2022-03-28T22:00:00Z","1899-12-31T21:58:56Z","FO",1361,"stress",5,5,"IMP","C60",163,691,"0","0.764","0.0"
"496",723482980,"2022-03-28T22:00:00Z","1899-12-31T21:59:02Z","FO",1362,"stress",5,5,"IMP","C60",204,703,"0","0.710","0.0"
"497",723488900,"2022-03-28T22:00:00Z","1899-12-31T21:59:08Z","FO",1363,"stress",5,5,"IMP","C60",231,836,"0","0.724","0.0"
"498",723494300,"2022-03-28T22:00:00Z","1899-12-31T21:59:14Z","FO",1364,"stress",5,5,"IMP","C60",135,965,"0","0.860","0.0"
"499",723509880,"2022-03-28T22:00:00Z","1899-12-31T21:59:29Z","FO",1366,"stress",5,5,"IMP","C61",137,545,"0","0.749","0.0"
"500",723514140,"2022-03-28T22:00:00Z","1899-12-31T21:59:34Z","FO",1367,"stress",5,5,"IMP","C61",228,656,"0","0.652","0.0"
"501",723520740,"2022-03-28T22:00:00Z","1899-12-31T21:59:40Z","FO",1368,"stress",5,5,"IMP","C61",105,524,"0","0.800","0.0"
"502",723526560,"2022-03-28T22:00:00Z","1899-12-31T21:59:46Z","FO",1369,"stress",5,5,"IMP","C61",203,1284,"0","0.842","0.0"
"503",723540300,"2022-03-28T22:00:00Z","1899-12-31T22:00:00Z","FO",1371,"stress",5,5,"IMP","C62",261,801,"0","0.674","0.0"
"504",723545560,"2022-03-28T22:00:00Z","1899-12-31T22:00:05Z","FO",1372,"stress",5,5,"IMP","C62",168,679,"0","0.753","0.0"
"505",723550560,"2022-03-28T22:00:00Z","1899-12-31T22:00:10Z","FO",1373,"stress",5,5,"IMP","C62",209,697,"0","0.700","0.0"
"506",723557900,"2022-03-28T22:00:00Z","1899-12-31T22:00:17Z","FO",1374,"stress",5,5,"IMP","C62",198,429,"0","0.538","0.0"
"507",723574540,"2022-03-28T22:00:00Z","1899-12-31T22:00:34Z","FO",1376,"stress",5,5,"IMP","C63",193,868,"0","0.778","0.0"
"508",723579060,"2022-03-28T22:00:00Z","1899-12-31T22:00:39Z","FO",1377,"stress",5,5,"IMP","C63",229,957,"0","0.761","0.0"
"509",723587840,"2022-03-28T22:00:00Z","1899-12-31T22:00:47Z","FO",1378,"stress",5,5,"IMP","C63",81,214,"0","0.621","0.0"
"510",723595780,"2022-03-28T22:00:00Z","1899-12-31T22:00:55Z","FO",1379,"stress",5,5,"IMP","C63",108,377,"0","0.714","0.0"
"511",723609480,"2022-03-28T22:00:00Z","1899-12-31T22:01:09Z","FO",1381,"stress",5,5,"IMP","C64",99,487,"0","0.797","0.0"
"512",723615740,"2022-03-28T22:00:00Z","1899-12-31T22:01:15Z","FO",1382,"stress",5,5,"IMP","C64",123,459,"0","0.732","0.0"
"513",723620980,"2022-03-28T22:00:00Z","1899-12-31T22:01:20Z","FO",1383,"stress",5,5,"IMP","C64",155,682,"0","0.773","0.0"
"514",723628780,"2022-03-28T22:00:00Z","1899-12-31T22:01:28Z","FO",1384,"stress",5,5,"IMP","C64",98,364,"0","0.731","0.0"
"515",2072620,"2022-04-01T22:00:00Z","1899-12-31T21:17:53Z","FO",1734,"stress",9,9,"IMP","C01",160,472,"0","0.661","0.0"
"516",2078000,"2022-04-01T22:00:00Z","1899-12-31T21:17:59Z","FO",1735,"stress",9,9,"IMP","C01",224,515,"0","0.565","0.0"
"517",2084060,"2022-04-01T22:00:00Z","1899-12-31T21:18:05Z","FO",1736,"stress",9,9,"IMP","C01",246,458,"0","0.463","0.0"
"518",2095080,"2022-04-01T22:00:00Z","1899-12-31T21:18:16Z","FO",1737,"stress",9,9,"IMP","C01",286,1294,"0","0.779","0.0"
"519",2123460,"2022-04-01T22:00:00Z","1899-12-31T21:18:44Z","FO",1741,"stress",9,9,"IMP","C02",390,1164,"0","0.665","0.0"
"520",2129260,"2022-04-01T22:00:00Z","1899-12-31T21:18:50Z","FO",1742,"stress",9,9,"IMP","C02",520,1812,"0","0.713","0.0"
"521",2141060,"2022-04-01T22:00:00Z","1899-12-31T21:19:02Z","FO",1743,"stress",9,9,"IMP","C02",191,526,"0","0.637","0.0"
"522",2153140,"2022-04-01T22:00:00Z","1899-12-31T21:19:14Z","FO",1744,"stress",9,9,"IMP","C02",138,496,"0","0.722","0.0"
"523",2171240,"2022-04-01T22:00:00Z","1899-12-31T21:19:32Z","FO",1746,"stress",9,9,"IMP","C03",251,941,"0","0.733","0.0"
"524",2178220,"2022-04-01T22:00:00Z","1899-12-31T21:19:39Z","FO",1747,"stress",9,9,"IMP","C03",264,833,"0","0.683","0.0"
"525",2187140,"2022-04-01T22:00:00Z","1899-12-31T21:19:48Z","FO",1748,"stress",9,9,"IMP","C03",232,487,"0","0.524","0.0"
"526",2201380,"2022-04-01T22:00:00Z","1899-12-31T21:20:02Z","FO",1749,"stress",9,9,"IMP","C03",365,834,"0","0.562","0.0"
"527",2225760,"2022-04-01T22:00:00Z","1899-12-31T21:20:26Z","FO",1751,"stress",9,9,"IMP","C04",196,598,"0","0.672","0.0"
"528",2235880,"2022-04-01T22:00:00Z","1899-12-31T21:20:36Z","FO",1752,"stress",9,9,"IMP","C04",107,362,"0","0.704","0.0"
"529",2248980,"2022-04-01T22:00:00Z","1899-12-31T21:20:49Z","FO",1753,"stress",9,9,"IMP","C04",96,361,"0","0.734","0.0"
"530",2260820,"2022-04-01T22:00:00Z","1899-12-31T21:21:01Z","FO",1754,"stress",9,9,"IMP","C04",170,648,"0","0.738","0.0"
"531",2283760,"2022-04-01T22:00:00Z","1899-12-31T21:21:24Z","FO",1756,"stress",9,9,"IMP","C05",219,705,"0","0.689","0.0"
"532",2289220,"2022-04-01T22:00:00Z","1899-12-31T21:21:30Z","FO",1757,"stress",9,9,"IMP","C05",202,684,"0","0.705","0.0"
"533",2297400,"2022-04-01T22:00:00Z","1899-12-31T21:21:38Z","FO",1758,"stress",9,9,"IMP","C05",87,343,"0","0.746","0.0"
"534",2308500,"2022-04-01T22:00:00Z","1899-12-31T21:21:49Z","FO",1759,"stress",9,9,"IMP","C05",226,952,"0","0.763","0.0"
"535",2322220,"2022-04-01T22:00:00Z","1899-12-31T21:22:03Z","FO",1761,"stress",9,9,"IMP","C06",152,390,"0","0.610","0.0"
"536",2330700,"2022-04-01T22:00:00Z","1899-12-31T21:22:11Z","FO",1762,"stress",9,9,"IMP","C06",210,635,"0","0.669","0.0"
"537",2336200,"2022-04-01T22:00:00Z","1899-12-31T21:22:17Z","FO",1763,"stress",9,9,"IMP","C06",174,458,"0","0.620","0.0"
"538",2346680,"2022-04-01T22:00:00Z","1899-12-31T21:22:27Z","FO",1764,"stress",9,9,"IMP","C06",493,1333,"0","0.630","0.0"
"539",2371980,"2022-04-01T22:00:00Z","1899-12-31T21:22:52Z","FO",1766,"stress",9,9,"IMP","C07",138,674,"0","0.795","0.0"
"540",2378860,"2022-04-01T22:00:00Z","1899-12-31T21:22:59Z","FO",1767,"stress",9,9,"IMP","C07",138,437,"0","0.684","0.0"
"541",2384320,"2022-04-01T22:00:00Z","1899-12-31T21:23:05Z","FO",1768,"stress",9,9,"IMP","C07",186,318,"0","0.415","0.0"
"542",2394420,"2022-04-01T22:00:00Z","1899-12-31T21:23:15Z","FO",1769,"stress",9,9,"IMP","C07",176,1101,"0","0.840","0.0"
"543",2411600,"2022-04-01T22:00:00Z","1899-12-31T21:23:32Z","FO",1771,"stress",9,9,"IMP","C08",218,908,"0","0.760","0.0"
"544",2417820,"2022-04-01T22:00:00Z","1899-12-31T21:23:38Z","FO",1772,"stress",9,9,"IMP","C08",175,463,"0","0.622","0.0"
"545",2423100,"2022-04-01T22:00:00Z","1899-12-31T21:23:44Z","FO",1773,"stress",9,9,"IMP","C08",204,493,"0","0.586","0.0"
"546",2436440,"2022-04-01T22:00:00Z","1899-12-31T21:23:57Z","FO",1774,"stress",9,9,"IMP","C08",365,1353,"0","0.730","0.0"
"547",2459180,"2022-04-01T22:00:00Z","1899-12-31T21:24:20Z","FO",1776,"stress",9,9,"IMP","C09",193,1186,"0","0.837","0.0"
"548",2466460,"2022-04-01T22:00:00Z","1899-12-31T21:24:27Z","FO",1777,"stress",9,9,"IMP","C09",116,416,"0","0.721","0.0"
"549",2473560,"2022-04-01T22:00:00Z","1899-12-31T21:24:34Z","FO",1778,"stress",9,9,"IMP","C09",122,337,"0","0.638","0.0"
"550",2482380,"2022-04-01T22:00:00Z","1899-12-31T21:24:43Z","FO",1779,"stress",9,9,"IMP","C09",195,691,"0","0.718","0.0"
"551",2498660,"2022-04-01T22:00:00Z","1899-12-31T21:24:59Z","FO",1781,"stress",9,9,"IMP","C10",60,222,"0","0.730","0.0"
"552",2505980,"2022-04-01T22:00:00Z","1899-12-31T21:25:06Z","FO",1782,"stress",9,9,"IMP","C10",93,247,"0","0.623","0.0"
"553",2511220,"2022-04-01T22:00:00Z","1899-12-31T21:25:12Z","FO",1783,"stress",9,9,"IMP","C10",166,496,"0","0.665","0.0"
"554",2519280,"2022-04-01T22:00:00Z","1899-12-31T21:25:20Z","FO",1784,"stress",9,9,"IMP","C10",163,336,"0","0.515","0.0"
"555",2535640,"2022-04-01T22:00:00Z","1899-12-31T21:25:36Z","FO",1786,"stress",9,9,"IMP","C11",89,601,"0","0.852","0.0"
"556",2540240,"2022-04-01T22:00:00Z","1899-12-31T21:25:41Z","FO",1787,"stress",9,9,"IMP","C11",142,494,"0","0.713","0.0"
"557",2546200,"2022-04-01T22:00:00Z","1899-12-31T21:25:47Z","FO",1788,"stress",9,9,"IMP","C11",142,781,"0","0.818","0.0"
"558",2554180,"2022-04-01T22:00:00Z","1899-12-31T21:25:55Z","FO",1789,"stress",9,9,"IMP","C11",269,1408,"0","0.809","0.0"
"559",2568820,"2022-04-01T22:00:00Z","1899-12-31T21:26:09Z","FO",1791,"stress",9,9,"IMP","C12",85,339,"0","0.749","0.0"
"560",2574060,"2022-04-01T22:00:00Z","1899-12-31T21:26:15Z","FO",1792,"stress",9,9,"IMP","C12",114,375,"0","0.696","0.0"
"561",2582420,"2022-04-01T22:00:00Z","1899-12-31T21:26:23Z","FO",1793,"stress",9,9,"IMP","C12",227,739,"0","0.693","0.0"
"562",2599260,"2022-04-01T22:00:00Z","1899-12-31T21:26:40Z","FO",1794,"stress",9,9,"IMP","C12",185,577,"0","0.679","0.0"
"563",2615640,"2022-04-01T22:00:00Z","1899-12-31T21:26:56Z","FO",1796,"stress",9,9,"IMP","C13",223,790,"0","0.718","0.0"
"564",2629220,"2022-04-01T22:00:00Z","1899-12-31T21:27:10Z","FO",1799,"stress",9,9,"IMP","C13",187,662,"0","0.718","0.0"
"565",2634400,"2022-04-01T22:00:00Z","1899-12-31T21:27:15Z","FO",1800,"stress",9,9,"IMP","C13",200,673,"0","0.703","0.0"
"566",2639960,"2022-04-01T22:00:00Z","1899-12-31T21:27:20Z","FO",1801,"stress",9,9,"IMP","C13",193,864,"0","0.777","0.0"
"567",2650980,"2022-04-01T22:00:00Z","1899-12-31T21:27:31Z","FO",1802,"stress",9,9,"IMP","C13",313,1024,"0","0.694","0.0"
"568",2668340,"2022-04-01T22:00:00Z","1899-12-31T21:27:49Z","FO",1804,"stress",9,9,"IMP","C14",167,718,"0","0.767","0.0"
"569",2674620,"2022-04-01T22:00:00Z","1899-12-31T21:27:55Z","FO",1805,"stress",9,9,"IMP","C14",288,1019,"0","0.717","0.0"
"570",2679340,"2022-04-01T22:00:00Z","1899-12-31T21:28:00Z","FO",1806,"stress",9,9,"IMP","C14",205,565,"0","0.637","0.0"
"571",2687940,"2022-04-01T22:00:00Z","1899-12-31T21:28:08Z","FO",1807,"stress",9,9,"IMP","C14",181,277,"0","0.347","0.0"
"572",2724920,"2022-04-01T22:00:00Z","1899-12-31T21:28:45Z","FO",1810,"stress",9,9,"IMP","C15",217,693,"0","0.687","0.0"
"573",2729360,"2022-04-01T22:00:00Z","1899-12-31T21:28:50Z","FO",1811,"stress",9,9,"IMP","C15",133,382,"0","0.652","0.0"
"574",2735380,"2022-04-01T22:00:00Z","1899-12-31T21:28:56Z","FO",1812,"stress",9,9,"IMP","C15",198,929,"0","0.787","0.0"
"575",2747880,"2022-04-01T22:00:00Z","1899-12-31T21:29:08Z","FO",1813,"stress",9,9,"IMP","C15",203,837,"0","0.757","0.0"
"576",2762680,"2022-04-01T22:00:00Z","1899-12-31T21:29:23Z","FO",1815,"stress",9,9,"IMP","C16",138,458,"0","0.699","0.0"
"577",2768760,"2022-04-01T22:00:00Z","1899-12-31T21:29:29Z","FO",1816,"stress",9,9,"IMP","C16",94,313,"0","0.700","0.0"
"578",2774780,"2022-04-01T22:00:00Z","1899-12-31T21:29:35Z","FO",1817,"stress",9,9,"IMP","C16",128,478,"0","0.732","0.0"
"579",2782420,"2022-04-01T22:00:00Z","1899-12-31T21:29:43Z","FO",1818,"stress",9,9,"IMP","C16",203,836,"0","0.757","0.0"
"580",2841080,"2022-04-01T22:00:00Z","1899-12-31T21:30:42Z","FO",1820,"stress",9,9,"IMP","C17",94,302,"0","0.689","0.0"
"581",2847660,"2022-04-01T22:00:00Z","1899-12-31T21:30:48Z","FO",1821,"stress",9,9,"IMP","C17",248,888,"0","0.721","0.0"
"582",2854760,"2022-04-01T22:00:00Z","1899-12-31T21:30:55Z","FO",1822,"stress",9,9,"IMP","C17",157,298,"0","0.473","0.0"
"583",2868080,"2022-04-01T22:00:00Z","1899-12-31T21:31:09Z","FO",1823,"stress",9,9,"IMP","C17",758,2271,"0","0.666","0.0"
"584",2886080,"2022-04-01T22:00:00Z","1899-12-31T21:31:27Z","FO",1825,"stress",9,9,"IMP","C18",428,1482,"0","0.711","0.0"
"585",2895080,"2022-04-01T22:00:00Z","1899-12-31T21:31:36Z","FO",1826,"stress",9,9,"IMP","C18",190,761,"0","0.750","0.0"
"586",2903980,"2022-04-01T22:00:00Z","1899-12-31T21:31:44Z","FO",1827,"stress",9,9,"IMP","C18",112,412,"0","0.728","0.0"
"587",2916000,"2022-04-01T22:00:00Z","1899-12-31T21:31:57Z","FO",1828,"stress",9,9,"IMP","C18",265,763,"0","0.653","0.0"
"588",2936540,"2022-04-01T22:00:00Z","1899-12-31T21:32:17Z","FO",1830,"stress",9,9,"IMP","C19",335,917,"0","0.635","0.0"
"589",2943940,"2022-04-01T22:00:00Z","1899-12-31T21:32:24Z","FO",1831,"stress",9,9,"IMP","C19",267,1018,"0","0.738","0.0"
"590",2961840,"2022-04-01T22:00:00Z","1899-12-31T21:32:42Z","FO",1832,"stress",9,9,"IMP","C19",206,714,"0","0.711","0.0"
"591",2969860,"2022-04-01T22:00:00Z","1899-12-31T21:32:50Z","FO",1833,"stress",9,9,"IMP","C19",365,976,"0","0.626","0.0"
